镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,25,2102.49,2320.30
东莞市东城区,19,1429.67,2661.28
东莞市南城区,10,786.96,1209.30
东莞市黄江镇,10,1338.39,1722.40
东莞市塘厦镇,7,581.88,700.00
东莞市大朗镇,6,918.34,1146.50
东莞市万江区,5,599.94,966.70
东莞市厚街镇,5,404.30,576.00
东莞市寮步镇,5,427.71,682.64
东莞市凤岗镇,5,505.25,904.60
东莞市常平镇,5,441.70,496.50
东莞市虎门镇,4,426.30,652.81
东莞市茶山镇,4,775.25,460.40
东莞市洪梅镇,3,332.81,432.00
东莞市长安镇,3,265.97,514.00
东莞市松山湖,3,313.21,605.10
东莞市横沥镇,3,251.55,175.00
东莞市莞城区,2,164.47,295.80
东莞市石龙镇,2,121.44,184.60
东莞市中堂镇,2,172.72,202.30
东莞市麻涌镇,2,190.88,203.80
东莞市石碣镇,2,170.37,65.36
东莞市高埗镇,2,211.45,349.00
东莞市企石镇,2,216.28,173.00
东莞市石排镇,2,136.90,142.90
东莞市望牛墩镇,1,87.70,117.00
东莞市道滘镇,1,101.12,92.00
东莞市大岭山镇,1,32.77,50.00
东莞市桥头镇,1,78.70,89.30
东莞市东坑镇,1,88.46,133.00
东莞市沙田镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市清溪镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
