镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,23,1764.39,1826.90
东莞市东城区,17,1327.52,1951.03
东莞市南城区,16,1494.85,2969.50
东莞市塘厦镇,10,1046.33,1377.25
东莞市黄江镇,9,611.95,857.60
东莞市万江区,8,757.47,1312.50
东莞市莞城区,6,348.36,582.32
东莞市虎门镇,6,494.87,758.80
东莞市大朗镇,6,637.56,879.00
东莞市石碣镇,4,354.81,230.12
东莞市厚街镇,4,219.53,244.50
东莞市凤岗镇,4,934.14,1908.90
东莞市常平镇,4,440.60,374.81
东莞市茶山镇,4,586.03,829.00
东莞市石龙镇,3,6724.21,663.70
东莞市沙田镇,3,350.13,389.50
东莞市寮步镇,3,316.24,278.00
东莞市中堂镇,2,239.62,307.80
东莞市望牛墩镇,2,220.08,247.00
东莞市松山湖,2,205.78,300.00
东莞市麻涌镇,1,149.89,220.00
东莞市道滘镇,1,92.67,158.80
东莞市洪梅镇,1,12.00,11.80
东莞市大岭山镇,1,105.09,213.50
东莞市谢岗镇,1,115.97,50.00
东莞市清溪镇,1,114.22,175.00
东莞市桥头镇,1,239.40,19.00
东莞市高埗镇,0,0.00,0.00
东莞市长安镇,0,0.00,0.00
东莞市横沥镇,0,0.00,0.00
东莞市东坑镇,0,0.00,0.00
东莞市企石镇,0,0.00,0.00
东莞市石排镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
