镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,20,1657.38,2348.60
东莞市东城区,16,1997.37,2455.18
东莞市黄江镇,14,1286.60,2389.64
东莞市寮步镇,10,796.51,1303.60
东莞市凤岗镇,8,728.51,1417.30
东莞市万江区,7,679.26,617.60
东莞市南城区,7,717.87,1636.80
东莞市长安镇,6,477.84,842.48
东莞市虎门镇,5,676.28,871.00
东莞市常平镇,5,725.78,508.00
东莞市石龙镇,4,310.01,275.00
东莞市石碣镇,4,966.69,250.60
东莞市高埗镇,4,126.30,230.49
东莞市厚街镇,4,511.61,917.50
东莞市莞城区,3,216.61,354.00
东莞市松山湖,3,310.75,670.00
东莞市大岭山镇,3,288.00,616.00
东莞市大朗镇,3,523.60,694.00
东莞市塘厦镇,3,164.49,187.00
东莞市清溪镇,3,192.77,168.72
东莞市桥头镇,3,267.22,294.80
东莞市麻涌镇,2,146.52,205.00
东莞市横沥镇,2,353.59,500.88
东莞市石排镇,1,393.07,900.00
东莞市中堂镇,0,0.00,0.00
东莞市望牛墩镇,0,0.00,0.00
东莞市道滘镇,0,0.00,0.00
东莞市洪梅镇,0,0.00,0.00
东莞市沙田镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市东坑镇,0,0.00,0.00
东莞市企石镇,0,0.00,0.00
东莞市茶山镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
