镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,23,2039.38,2937.70
东莞市大朗镇,19,2801.69,2722.67
东莞市黄江镇,16,1596.37,2892.30
东莞市东城区,12,1214.93,2162.40
东莞市南城区,8,1755.63,3863.00
东莞市桥头镇,7,970.00,1187.20
东莞市寮步镇,6,550.00,809.70
东莞市莞城区,5,453.23,291.00
东莞市凤岗镇,4,384.27,736.00
东莞市清溪镇,4,342.35,503.10
东莞市万江区,3,169.62,269.00
东莞市石龙镇,3,231.47,260.00
东莞市虎门镇,3,279.28,421.50
东莞市麻涌镇,3,401.38,351.00
东莞市厚街镇,3,296.64,609.00
东莞市横沥镇,3,260.38,309.00
东莞市中堂镇,2,212.64,229.80
东莞市沙田镇,2,231.89,302.00
东莞市塘厦镇,2,486.09,765.00
东莞市谢岗镇,2,222.75,118.80
东莞市石排镇,2,27.00,28.00
东莞市望牛墩镇,1,119.24,84.00
东莞市石碣镇,1,556.08,70.00
东莞市高埗镇,1,168.86,280.00
东莞市洪梅镇,1,89.63,117.00
东莞市常平镇,1,72.21,101.50
东莞市东坑镇,1,93.50,138.00
东莞市企石镇,1,733.00,100.00
东莞市道滘镇,0,0.00,0.00
东莞市长安镇,0,0.00,0.00
东莞市松山湖,0,0.00,0.00
东莞市大岭山镇,0,0.00,0.00
东莞市茶山镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
