镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,25,2233.49,2860.80
东莞市东城区,13,1353.62,1727.90
东莞市黄江镇,13,1512.31,2733.00
东莞市石碣镇,10,531.56,546.48
东莞市南城区,9,1070.93,2057.00
东莞市凤岗镇,9,875.62,1380.30
东莞市虎门镇,8,583.21,902.10
东莞市常平镇,7,567.48,663.00
东莞市万江区,4,244.13,424.00
东莞市中堂镇,4,296.48,257.10
东莞市松山湖,4,484.54,670.00
东莞市寮步镇,4,306.23,384.50
东莞市大朗镇,4,405.04,407.00
东莞市望牛墩镇,3,295.59,341.00
东莞市长安镇,3,328.00,832.50
东莞市厚街镇,3,140.50,143.50
东莞市塘厦镇,3,371.70,460.50
东莞市清溪镇,3,298.70,358.70
东莞市莞城区,2,199.07,200.00
东莞市石龙镇,2,399.29,445.00
东莞市大岭山镇,2,196.47,448.80
东莞市企石镇,2,186.35,128.50
东莞市道滘镇,1,46.95,30.00
东莞市洪梅镇,1,103.61,160.00
东莞市沙田镇,1,97.02,148.00
东莞市谢岗镇,1,101.21,20.00
东莞市东坑镇,1,301.77,330.00
东莞市麻涌镇,0,0.00,0.00
东莞市高埗镇,0,0.00,0.00
东莞市桥头镇,0,0.00,0.00
东莞市横沥镇,0,0.00,0.00
东莞市石排镇,0,0.00,0.00
东莞市茶山镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
