镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,18,1576.72,2003.87
东莞市东城区,13,1442.82,1746.60
东莞市寮步镇,12,1457.15,1300.60
东莞市南城区,11,971.22,1646.60
东莞市黄江镇,11,972.75,1181.00
东莞市凤岗镇,8,892.32,1657.00
东莞市横沥镇,7,570.02,480.20
东莞市厚街镇,6,433.95,504.00
东莞市莞城区,5,422.95,466.00
东莞市石碣镇,5,412.27,542.00
东莞市常平镇,5,424.99,559.60
东莞市望牛墩镇,4,441.41,493.08
东莞市万江区,3,320.35,416.00
东莞市石龙镇,3,278.26,367.80
东莞市长安镇,3,299.04,405.00
东莞市塘厦镇,3,409.93,646.50
东莞市虎门镇,2,210.62,122.50
东莞市麻涌镇,2,138.10,132.30
东莞市沙田镇,2,144.85,230.50
东莞市大岭山镇,2,306.48,415.00
东莞市清溪镇,2,198.07,297.80
东莞市企石镇,2,195.10,157.50
东莞市洪梅镇,1,107.96,140.00
东莞市松山湖,1,91.73,232.00
东莞市大朗镇,1,45.54,56.00
东莞市茶山镇,1,100.70,148.00
东莞市中堂镇,0,0.00,0.00
东莞市高埗镇,0,0.00,0.00
东莞市道滘镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市桥头镇,0,0.00,0.00
东莞市东坑镇,0,0.00,0.00
东莞市石排镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
