镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,27,2041.82,1992.60
东莞市东城区,19,1329.76,1738.29
东莞市南城区,14,1062.22,1541.35
东莞市黄江镇,11,1132.89,1827.10
东莞市常平镇,9,601.63,536.70
东莞市虎门镇,8,637.74,941.50
东莞市石碣镇,6,452.72,329.10
东莞市大朗镇,6,375.97,604.00
东莞市莞城区,5,382.16,429.30
东莞市松山湖,5,816.35,2341.80
东莞市寮步镇,4,448.55,1031.80
东莞市凤岗镇,4,300.34,630.60
东莞市横沥镇,4,464.84,256.60
东莞市万江区,3,580.32,354.76
东莞市塘厦镇,3,384.76,838.60
东莞市茶山镇,3,249.90,329.50
东莞市麻涌镇,2,240.60,303.00
东莞市道滘镇,2,165.02,149.20
东莞市长安镇,2,56.39,60.00
东莞市清溪镇,2,307.75,398.00
东莞市石龙镇,1,96.98,40.00
东莞市高埗镇,1,105.41,177.00
东莞市洪梅镇,1,115.92,131.60
东莞市厚街镇,1,101.17,143.00
东莞市东坑镇,1,112.30,60.00
东莞市企石镇,1,89.38,59.00
东莞市中堂镇,0,0.00,0.00
东莞市望牛墩镇,0,0.00,0.00
东莞市沙田镇,0,0.00,0.00
东莞市大岭山镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市桥头镇,0,0.00,0.00
东莞市石排镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
