镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市寮步镇,22,98445.50,15632.00
东莞市樟木头镇,17,1541.57,1849.50
东莞市东城区,13,1156.27,1935.50
东莞市南城区,13,941.98,1130.05
东莞市塘厦镇,10,998.96,1255.68
东莞市黄江镇,9,890.09,1154.10
东莞市常平镇,8,843.34,981.10
东莞市横沥镇,7,522.37,460.50
东莞市厚街镇,6,545.33,880.31
东莞市凤岗镇,6,631.44,998.50
东莞市莞城区,5,425.88,559.10
东莞市松山湖,5,499.56,1358.10
东莞市大朗镇,5,645.83,733.00
东莞市石龙镇,4,255.13,209.10
东莞市长安镇,4,345.96,731.80
东莞市万江区,3,402.65,420.00
东莞市虎门镇,3,324.78,679.00
东莞市桥头镇,3,298.45,285.80
东莞市望牛墩镇,2,117.58,126.50
东莞市石碣镇,2,263.67,180.50
东莞市高埗镇,2,257.23,323.00
东莞市茶山镇,2,153.90,231.80
东莞市洪梅镇,1,84.48,135.00
东莞市沙田镇,1,567.23,69.00
东莞市大岭山镇,1,135.46,258.00
东莞市中堂镇,0,0.00,0.00
东莞市麻涌镇,0,0.00,0.00
东莞市道滘镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市清溪镇,0,0.00,0.00
东莞市东坑镇,0,0.00,0.00
东莞市企石镇,0,0.00,0.00
东莞市石排镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
