镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市东城区,18,1857.00,3407.50
东莞市南城区,13,1220.31,2736.60
东莞市樟木头镇,11,848.88,895.00
东莞市黄江镇,8,525.67,668.80
东莞市石碣镇,7,591.51,575.90
东莞市塘厦镇,7,598.09,855.00
东莞市虎门镇,6,398.70,773.00
东莞市石龙镇,5,419.94,345.00
东莞市凤岗镇,5,475.04,870.00
东莞市常平镇,5,497.32,517.50
东莞市莞城区,4,558.05,394.00
东莞市万江区,4,378.81,336.40
东莞市寮步镇,4,317.05,492.80
东莞市大朗镇,4,441.36,584.00
东莞市长安镇,3,585.03,469.00
东莞市厚街镇,3,372.07,467.60
东莞市清溪镇,3,215.96,234.00
东莞市松山湖,2,107.74,308.00
东莞市横沥镇,2,232.61,241.00
东莞市石排镇,2,173.47,199.00
东莞市麻涌镇,1,13.38,4.90
东莞市高埗镇,1,97.20,160.00
东莞市道滘镇,1,97.55,155.00
东莞市洪梅镇,1,142.48,183.80
东莞市中堂镇,0,0.00,0.00
东莞市望牛墩镇,0,0.00,0.00
东莞市沙田镇,0,0.00,0.00
东莞市大岭山镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市桥头镇,0,0.00,0.00
东莞市东坑镇,0,0.00,0.00
东莞市企石镇,0,0.00,0.00
东莞市茶山镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
