镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,28,2488.19,2678.80
东莞市东城区,16,1884.47,2001.50
东莞市塘厦镇,9,931.96,1787.97
东莞市莞城区,7,439.69,581.00
东莞市凤岗镇,6,563.16,1015.50
东莞市常平镇,6,512.01,512.00
东莞市南城区,5,448.36,916.00
东莞市寮步镇,5,435.71,826.10
东莞市清溪镇,5,338.87,443.00
东莞市万江区,4,778.19,722.00
东莞市石碣镇,4,370.13,443.30
东莞市黄江镇,4,342.54,625.80
东莞市大朗镇,3,559.68,910.00
东莞市横沥镇,3,304.71,287.18
东莞市石排镇,3,220.79,228.20
东莞市虎门镇,2,282.94,400.00
东莞市麻涌镇,2,149.60,2.00
东莞市长安镇,2,393.58,375.00
东莞市松山湖,2,128.92,400.00
东莞市谢岗镇,2,169.20,4.00
东莞市东坑镇,2,140.02,114.00
东莞市石龙镇,1,90.55,120.00
东莞市中堂镇,1,97.98,83.50
东莞市望牛墩镇,1,91.21,119.00
东莞市道滘镇,1,86.44,82.00
东莞市厚街镇,1,553.60,1250.00
东莞市桥头镇,1,120.31,101.30
东莞市茶山镇,1,87.07,71.80
东莞市高埗镇,0,0.00,0.00
东莞市洪梅镇,0,0.00,0.00
东莞市沙田镇,0,0.00,0.00
东莞市大岭山镇,0,0.00,0.00
东莞市企石镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
