镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,27,1987.90,2219.80
东莞市南城区,14,1907.41,3178.60
东莞市塘厦镇,12,1098.29,1643.31
东莞市东城区,10,1184.92,1497.80
东莞市黄江镇,8,680.58,906.10
东莞市寮步镇,7,641.40,1100.00
东莞市凤岗镇,6,369.09,773.95
东莞市石碣镇,5,543.58,679.30
东莞市松山湖,5,390.30,710.20
东莞市大朗镇,5,545.75,648.89
东莞市常平镇,5,501.64,494.00
东莞市万江区,4,368.94,581.00
东莞市横沥镇,4,373.80,345.00
东莞市望牛墩镇,3,237.12,306.00
东莞市长安镇,3,337.46,583.00
东莞市莞城区,2,240.31,318.00
东莞市石龙镇,2,159.09,136.00
东莞市厚街镇,2,189.70,258.70
东莞市大岭山镇,2,300.54,450.00
东莞市谢岗镇,2,197.32,208.80
东莞市茶山镇,2,122.98,117.00
东莞市中堂镇,1,114.68,111.30
东莞市高埗镇,1,146.55,200.00
东莞市沙田镇,1,240.90,12.00
东莞市东坑镇,1,93.50,90.00
东莞市企石镇,1,81.06,40.00
东莞市石排镇,1,57.59,35.00
东莞市虎门镇,0,0.00,0.00
东莞市麻涌镇,0,0.00,0.00
东莞市道滘镇,0,0.00,0.00
东莞市洪梅镇,0,0.00,0.00
东莞市清溪镇,0,0.00,0.00
东莞市桥头镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
