镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,21,1945.40,2058.00
东莞市东城区,16,1874.90,2316.56
东莞市黄江镇,16,1913.17,2244.80
东莞市南城区,13,1299.41,2348.50
东莞市万江区,9,924.84,1778.80
东莞市虎门镇,7,773.79,1126.00
东莞市常平镇,7,474.36,404.10
东莞市寮步镇,6,589.31,832.00
东莞市塘厦镇,6,528.65,734.00
东莞市横沥镇,6,581.95,440.45
东莞市石碣镇,5,440.59,339.00
东莞市大朗镇,5,669.26,1028.50
东莞市莞城区,4,211.56,160.00
东莞市长安镇,4,328.73,633.00
东莞市松山湖,4,519.07,881.00
东莞市凤岗镇,4,593.01,1468.67
东莞市大岭山镇,3,225.61,394.60
东莞市石龙镇,2,439.42,479.00
东莞市中堂镇,2,291.09,201.00
东莞市厚街镇,2,70.54,94.00
东莞市清溪镇,2,203.95,34.50
东莞市桥头镇,2,170.79,171.80
东莞市沙田镇,1,149.59,240.00
东莞市东坑镇,1,593.59,75.00
东莞市企石镇,1,160.61,108.00
东莞市石排镇,1,126.80,150.00
东莞市茶山镇,1,70.61,78.00
东莞市望牛墩镇,0,0.00,0.00
东莞市麻涌镇,0,0.00,0.00
东莞市高埗镇,0,0.00,0.00
东莞市道滘镇,0,0.00,0.00
东莞市洪梅镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
