镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,22,2004.83,2244.01
东莞市东城区,18,1437.65,2200.90
东莞市南城区,16,1465.89,1660.68
东莞市寮步镇,13,1211.84,1524.00
东莞市黄江镇,10,1163.10,1974.49
东莞市凤岗镇,10,891.49,1732.90
东莞市塘厦镇,10,1060.23,1697.00
东莞市大朗镇,8,1185.54,2220.00
东莞市石碣镇,7,528.62,566.50
东莞市莞城区,5,311.73,358.00
东莞市虎门镇,5,486.55,694.30
东莞市松山湖,5,537.53,1023.80
东莞市常平镇,5,571.53,442.80
东莞市茶山镇,5,710.16,862.30
东莞市万江区,4,345.16,398.90
东莞市石龙镇,3,315.17,364.00
东莞市高埗镇,3,313.85,272.00
东莞市长安镇,3,285.74,422.80
东莞市清溪镇,3,189.87,309.00
东莞市望牛墩镇,2,192.03,211.00
东莞市麻涌镇,2,146.57,170.00
东莞市厚街镇,2,220.02,182.47
东莞市大岭山镇,2,261.01,381.80
东莞市谢岗镇,2,235.60,20.00
东莞市横沥镇,2,213.71,164.00
东莞市东坑镇,2,212.24,219.40
东莞市中堂镇,1,90.37,76.80
东莞市道滘镇,1,92.66,175.00
东莞市洪梅镇,1,95.32,165.80
东莞市沙田镇,1,137.73,124.00
东莞市桥头镇,1,137.00,98.00
东莞市石排镇,1,124.00,40.00
东莞市企石镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
