镇区,当日签约（套）,当日成交面积（㎡）,当日成交金额（万元）
东莞市樟木头镇,41,2881.22,3394.21
东莞市黄江镇,14,1349.64,1727.80
东莞市凤岗镇,12,987.82,2125.00
东莞市东城区,11,1741.95,3895.00
东莞市常平镇,10,835.44,871.88
东莞市大朗镇,8,581.44,800.40
东莞市寮步镇,7,585.32,768.30
东莞市莞城区,6,744.72,437.00
东莞市南城区,6,279.26,336.00
东莞市石碣镇,6,443.72,335.50
东莞市厚街镇,6,508.21,767.00
东莞市虎门镇,4,397.48,723.00
东莞市石龙镇,3,694.05,398.50
东莞市大岭山镇,3,417.35,837.00
东莞市横沥镇,3,285.55,271.00
东莞市企石镇,3,122.58,83.40
东莞市茶山镇,3,353.30,394.50
东莞市中堂镇,2,128.88,149.20
东莞市麻涌镇,2,240.91,314.00
东莞市沙田镇,2,264.23,185.50
东莞市松山湖,2,126.07,336.00
东莞市清溪镇,2,202.46,207.00
东莞市万江区,1,93.12,100.00
东莞市望牛墩镇,1,121.35,133.00
东莞市道滘镇,1,73.79,101.50
东莞市洪梅镇,1,73.14,65.00
东莞市桥头镇,1,93.43,67.00
东莞市东坑镇,1,868.61,49.50
东莞市石排镇,1,12.50,11.00
东莞市高埗镇,0,0.00,0.00
东莞市长安镇,0,0.00,0.00
东莞市塘厦镇,0,0.00,0.00
东莞市谢岗镇,0,0.00,0.00
东莞市虎门港,0,0.00,0.00
东莞市生态产业园,0,0.00,0.00
